Kingdom,Phylum,Class,Order,Family,Genus,S1,S2,S3,S4,S5,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S19,S20,S21,S22
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,f__Phaeococcomycetaceae,g__Phaeococcomyces,48,0,0,0,0,0,0,0,0,379,799,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Arthoniomycetes,o__Lichenostigmatales,NA,NA,0,0,779,0,0,0,0,0,0,38,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Dothiorella,91,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,g__Neofusicoccum,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Botryosphaeriaceae,NA,0,0,0,0,0,0,3529,0,0,46,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Botryosphaeriales,f__Phyllostictaceae,g__Phyllosticta,0,0,0,0,0,0,0,0,0,0,52,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Capnodiales_fam_Incertae_sedis,g__Arthrocatena,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Cladosporium,27373,12462,51226,3442,2718,1325,9659,5550,21885,14327,12202,5395,14990,0,4675,6483,767,3703,11763,2802
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Rachicladosporium,0,0,113,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Toxicocladosporium,0,2295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Cladosporiaceae,g__Verrucocladosporium,158,862,22,0,0,124,965,0,0,137,0,0,0,125,0,0,0,163,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Dissoconiaceae,g__Uwebraunia,0,0,1156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,g__Neodevriesia,239,0,447,0,0,0,0,0,0,0,115,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Capnodiales,f__Neodevriesiaceae,NA,0,0,140,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Coniosporiales,f__Coniosporiaceae,g__Coniosporium,0,0,275,0,0,0,0,0,0,0,1330,1255,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Dothioraceae,g__Dothiora,0,0,90,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Saccotheciaceae,g__Aureobasidium,709,0,1029,641,0,0,0,930,1201,1305,24,566,0,0,0,0,0,0,0,440
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideales,f__Saccotheciaceae,NA,0,0,0,0,0,0,0,0,241,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Dothideomycetes_ord_Incertae_sedis,f__Dothideomycetes_fam_Incertae_sedis,g__Radulidium,0,0,0,0,0,0,0,669,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Extremaceae,g__Incertomyces,0,0,1014,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Extremaceae,g__Petrophila,286,0,1968,0,0,0,0,0,0,53,0,141,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Acrodontium,0,60,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Geastrumia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,192,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Ramularia,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Xenosonderhenia,0,0,0,0,407,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,g__Zasmidium,0,0,0,0,0,0,0,0,0,14,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Mycosphaerellaceae,NA,0,0,10,0,0,0,0,0,0,0,625,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Catenulostroma,0,0,154,0,246,0,0,0,0,121,0,180,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Constantinomyces,0,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Hortaea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,395,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Neocatenulostroma,0,0,256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,g__Salinomyces,0,0,135,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,f__Teratosphaeriaceae,NA,112,0,0,0,0,0,0,989,0,0,0,0,0,0,0,0,0,0,3119,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Mycosphaerellales,NA,NA,6,0,0,0,0,0,0,0,0,81,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Elsinoaceae,g__Elsinoe,0,1318,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Endosporiaceae,g__Endosporium,0,301,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Myriangiales_fam_Incertae_sedis,g__Myriangiales_gen_Incertae_sedis,0,0,1111,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Myriangiales,f__Myriangiales_fam_Incertae_sedis,g__Phaeosclera,0,0,339,0,104,0,0,0,0,0,0,121,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Neocelosporiales,f__Neocelosporiaceae,g__Neocelosporium,0,0,0,0,0,0,0,0,0,523,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Patellariales,f__Patellariaceae,g__Banhegyia,0,0,0,0,0,0,0,0,0,101,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Amorosiaceae,g__Angustimassarina,0,0,204,0,0,0,0,0,655,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Coniothyriaceae,g__Foliophoma,1012,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Cucurbitariaceae,g__Neocucurbitaria,0,393,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Ascochyta,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Epicoccum,0,0,0,0,0,0,0,0,1214,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,g__Neoascochyta,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymellaceae,NA,22117,358,525,10407,0,0,673,5107,2296,437,995,162,0,206,0,0,960,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Neokalmusia,0,23,0,0,0,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Paraphaeosphaeria,0,263,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Pseudopithomyces,79,164,0,0,0,0,0,0,0,167,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Spegazzinia,0,0,0,0,0,0,0,0,140,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Didymosphaeriaceae,g__Tremateia,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Leptosphaeriaceae,g__Plenodomus,844,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Lophiostoma,0,0,90,189,0,0,0,0,0,0,0,190,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,g__Neovaginatispora,60,0,199,0,0,0,0,0,0,27,22,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiostomataceae,NA,0,0,942,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Lophiotremataceae,g__Lophiotrema,0,0,288,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Macrodiplodiopsidaceae,g__Macrodiplodiopsis,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Parapyrenochaetaceae,g__Parapyrenochaeta,0,0,0,0,0,0,0,0,615,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Periconiaceae,g__Periconia,450,0,176,0,0,0,0,0,624,145,250,0,0,0,0,0,0,707,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Didymocyrtis,0,0,0,0,0,0,0,0,917,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Leptospora,0,0,107,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Neosetophoma,1206,0,574,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Ophiosphaerella,0,0,0,0,102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Phaeosphaeria,498,0,2462,1451,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,g__Septoriella,0,0,0,0,0,0,0,0,0,61,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Phaeosphaeriaceae,NA,0,0,0,0,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Alternaria,31771,2334,56121,720,320,1854,0,0,10855,3403,2239,900,1976,0,0,0,527,0,0,3
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Pyrenophora,0,0,5658,0,0,0,0,0,2277,6,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,g__Stemphylium,1033,0,172,0,0,0,0,0,628,227,0,0,0,0,0,0,0,0,678,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporaceae,NA,40,0,0,0,0,0,0,0,0,2769,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pleosporales_fam_Incertae_sedis,g__Chalastospora,0,0,114,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Pseudomassarinaceae,g__Pseudomassarina,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Sporormiaceae,g__Preussia,0,0,1184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Teichosporaceae,NA,0,0,0,0,0,0,0,0,0,0,0,184,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,f__Torulaceae,g__Torula,0,0,772,0,0,0,0,0,0,77,16,264,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Pleosporales,NA,NA,442,898,2429,845,164,0,0,0,0,541,267,0,0,0,0,0,1065,0,517,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Superstratomycetales,f__Superstratomycetaceae,g__Superstratomyces,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Tubeufiales,f__Tubeufiaceae,g__Zaanenomyces,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,198,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Valsariales,f__Valsariaceae,g__Valsaria,0,0,0,0,0,0,0,0,0,0,0,246,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Sympoventuriaceae,g__Bellamyces,0,0,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,o__Venturiales,f__Venturiaceae,g__Tothia,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Dothideomycetes,NA,NA,NA,0,0,2787,0,0,208,0,0,557,56,19,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Anthracina,0,0,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Chaetothyriales_fam_Incertae_sedis,g__Neophaeococcomyces,0,0,1194,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,g__Cyphellophora,0,0,0,0,0,0,0,0,0,216,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Cyphellophoraceae,NA,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Exophiala,68082,138311,95687,82906,101424,77273,35136,43492,44937,32950,27838,32913,122941,71494,34773,31063,54801,58406,92647,97422
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,g__Rhinocladiella,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Herpotrichiellaceae,NA,0,0,640,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Knufia,0,0,1768,0,0,0,0,0,0,0,649,144,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Lithohypha,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,g__Trichomerium,0,0,0,0,0,0,0,0,0,0,163,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,f__Trichomeriaceae,NA,0,0,0,0,0,0,0,0,0,0,77,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Chaetothyriales,NA,NA,81,0,86,0,0,0,0,0,0,91,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Aspergillus,88,132,505,0,48,0,0,0,0,2587,12,39,3257,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Paecilomyces,0,0,0,0,0,38,126,0,0,55,0,28,1437,0,91,0,0,0,202,1202
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Penicillium,1252,3327,2181,2069,1295,10963,11744,0,250,699,164,184,0,0,558,0,318,684,2538,3408
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Eurotiales,f__Aspergillaceae,g__Talaromyces,0,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Phaeomoniellales,f__Phaeomoniellaceae,g__Phaeomoniellaceae_gen_Incertae_sedis,212,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Phaeomoniellales,NA,NA,0,213,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Eurotiomycetes,o__Verrucariales,f__Verrucariaceae,g__Verrucaria,0,0,0,0,0,0,0,0,0,0,0,349,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Parmeliaceae,g__Evernia,0,0,104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Lecanoromycetes,o__Lecanorales,f__Scoliciosporaceae,g__Scoliciosporum,0,0,0,0,1187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Erysiphales,f__Erysiphaceae,g__Erysiphe,0,39,0,0,0,0,229,0,0,19,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Calloriaceae,g__Calloriaceae_gen_Incertae_sedis,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiaceae,g__Hymenoscyphus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,916,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Helotiales_fam_Incertae_sedis,g__Cryptocline,0,0,0,0,314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Incrucipulum,0,0,117,0,0,0,0,0,0,0,0,110,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,g__Lachnum,0,0,0,0,1149,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Hyaloscyphaceae,NA,0,0,510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,f__Sclerotiniaceae,NA,0,0,0,0,0,0,1274,753,0,0,0,0,0,0,174,727,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Helotiales,NA,NA,157,0,1073,0,178,632,0,0,0,31,74,51,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Pseudeurotiaceae,g__Pseudogymnoascus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,191,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,o__Thelebolales,f__Thelebolaceae,g__Thelebolus,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,245,0,0,0
k__Fungi,p__Ascomycota,c__Leotiomycetes,NA,NA,NA,0,0,0,0,0,0,0,0,596,0,39,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,g__Orbilia,218,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Orbiliomycetes,o__Orbiliales,f__Orbiliaceae,NA,0,0,8233,0,0,0,0,0,0,0,0,0,0,0,0,1415,0,0,0,0
k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Discinaceae,g__Discinaceae_gen_Incertae_sedis,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Pezizomycetes,o__Pezizales,f__Pezizaceae,g__Peziza,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Debaryomyces,0,0,0,0,0,0,3,0,3,101,0,50,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Debaryomycetaceae,g__Meyerozyma,0,0,55,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetaceae,g__Saccharomyces,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0
k__Fungi,p__Ascomycota,c__Saccharomycetes,o__Saccharomycetales,f__Saccharomycetales_fam_Incertae_sedis,g__Candida,0,162,0,0,37,0,0,0,0,0,0,0,0,0,0,0,0,91,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Calosphaeriales,f__Calosphaeriaceae,g__Jattaea,0,0,0,0,0,0,0,0,0,73,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Diaporthaceae,NA,0,0,0,0,0,0,0,0,0,0,0,715,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Gnomoniaceae,g__Gnomoniopsis,0,0,0,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Diaporthales,f__Valsaceae,g__Valsa,0,59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Glomerellaceae,g__Colletotrichum,0,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Glomerellales,f__Plectosphaerellaceae,g__Brunneomyces,0,0,0,0,506,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Clonostachys,0,0,0,0,0,0,0,0,0,105,52,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Stanjemonium,0,0,709,0,0,0,0,0,0,0,0,213,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,g__Valsonectria,0,0,0,0,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Bionectriaceae,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,390,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Clavicipitaceae,g__Claviceps,62,0,0,0,0,0,0,0,0,195,54,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Beauveria,978,0,288,0,0,0,782,0,0,0,14,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Cordycipitaceae,g__Lecanicillium,62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Ascomycota,c__Sordariomycetes,o__Hypocreales,f__Hypocreales_fam_Incertae_sedis,g__Acremonium,0,0,173,0,0,0,0,0,0,0,55,32,0,0,0,0,0,0,0,0
