Kingdom,Phylum,Class,Order,Family,Genus,Species,S1,S2,S3,S4,S5,S7,S8,S9,S10,S11,S12,S13,S15,S16,S17,S18,S19,S20,S21,S22
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Cystofilobasidiaceae,g__Cystofilobasidium,NA,0,0,0,0,0,0,0,0,0,201,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Itersonilia,NA,0,0,0,0,0,0,3,0,0,90,0,0,0,3,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,s__niccombsii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1018,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakia,NA,0,0,0,0,0,0,0,0,0,130,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Cystofilobasidiales,f__Mrakiaceae,g__Mrakiaceae_gen_Incertae_sedis,NA,0,0,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__chernovii,0,0,0,0,996,0,0,0,0,0,129,0,0,0,0,0,0,778,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__magnum,0,0,625,0,258,0,1136,0,0,279,53,0,0,0,0,0,38,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,s__oeirense,0,0,78,0,0,0,0,0,0,234,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Filobasidium,NA,0,75,991,0,0,0,0,0,505,0,203,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,s__diffluens,0,0,0,0,0,0,1534,0,0,0,0,0,0,0,0,0,276,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Filobasidiaceae,g__Naganishia,s__globosa,0,0,0,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Filobasidiales,f__Piskurozymaceae,g__Piskurozyma,NA,0,0,249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Fonsecazyma,NA,0,0,716,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleraceae,g__Genolevuria,NA,0,0,2621,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__buhagiarii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,292,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,s__hungarica,190,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Dioszegia,NA,0,0,426,0,0,0,0,0,0,426,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Hannaella,NA,0,0,0,0,0,1312,0,0,0,0,130,0,0,0,0,0,7,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__carnescens,29,15,2,0,0,0,0,0,0,0,0,43,0,0,13,0,4,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,s__victoriae,0,0,0,0,0,0,0,0,0,0,0,0,0,24,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Bulleribasidiaceae,g__Vishniacozyma,NA,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Cryptococcaceae,g__Cryptococcus,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,325,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Tremellales,f__Rhynchogastremataceae,g__Papiliotrema,NA,0,0,46,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,s__debeurmannianum,0,0,0,0,0,0,0,0,0,0,31,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Cutaneotrichosporon,NA,0,0,0,0,0,0,0,0,568,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Tremellomycetes,o__Trichosporonales,f__Trichosporonaceae,g__Trichosporon,s__asahii,0,0,0,0,0,0,0,0,0,0,0,0,0,0,65,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Anthracocystis,NA,0,0,172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Moesziomyces,NA,0,0,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,g__Ustilago,s__maydis,53,0,90,0,0,0,0,0,0,89,0,0,0,0,0,0,0,0,0,0
k__Fungi,p__Basidiomycota,c__Ustilaginomycetes,o__Ustilaginales,f__Ustilaginaceae,NA,NA,1108,0,1947,0,0,0,346,0,0,362,394,49,0,0,0,0,0,332,809,0
k__Fungi,p__Basidiomycota,c__Wallemiomycetes,o__Wallemiales,f__Wallemiaceae,g__Wallemia,NA,0,28,0,0,0,0,0,0,174,0,0,0,0,0,0,0,0,0,785,0
k__Fungi,p__Basidiomycota,NA,NA,NA,NA,NA,0,0,151,0,0,0,0,0,0,0,228,0,0,0,0,0,0,0,0,0
k__Fungi,NA,NA,NA,NA,NA,NA,403,929,1581,0,63,0,0,0,404,522,424,326,3808,0,0,0,305,482,0,0
k__Metazoa,p__Arthropoda,c__Collembola,o__Collembola_ord_Incertae_sedis,f__Sminthuridae,g__Allacma,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
k__Metazoa,p__Arthropoda,c__Insecta,o__Psocoptera,f__Liposcelididae,g__Liposcelis,s__bostrychophila,17,1531,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Metazoa,p__Mollusca,c__Bivalvia,o__Ostreoida,f__Pectinidae,g__Mizuhopecten,s__yessoensis,0,0,0,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
k__Rhizaria,p__Cercozoa,c__Cercozoa_cls_Incertae_sedis,o__Cercozoa_ord_Incertae_sedis,f__Cercozoa_fam_Incertae_sedis,g__Cercozoa_gen_Incertae_sedis,NA,285,730,333,36,153,7,953,63,9,16,204,177,4293,428,520,2912,771,1502,2123,1021
NA,NA,NA,NA,NA,NA,NA,997,2006,5318,9,2267,0,0,0,1497,1033,4515,325,0,923,0,0,0,976,554,135
